match_no,stage,group_name,date_et,home_team,away_team,home_team_zh,away_team_zh,raw_home_expected_goals,raw_away_expected_goals,home_expected_goals,away_expected_goals,home_lineup_goal_factor,away_lineup_goal_factor,home_lineup_log_adjustment,away_lineup_log_adjustment,home_lineup_status,away_lineup_status,home_formation,away_formation,group_match_round,group_opener_mismatch_adjustment_applied,group_opener_favorite_team,group_opener_favorite_elo_edge,home_group_opener_log_adjustment,away_group_opener_log_adjustment,has_market_outcome_constraint,market_home_win_probability,market_draw_probability,market_away_win_probability,has_market_total_goals_constraint,dixon_coles_rho,score_home_win_probability,score_draw_probability,score_away_win_probability,over_2_5_probability,under_2_5_probability,both_teams_score_probability,clean_sheet_home_probability,clean_sheet_away_probability,scoreline_rank,scoreline,scoreline_probability
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,1,2-0,0.131093752244108
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,2,3-0,0.11409652005499885
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,3,1-0,0.10059558870783004
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,4,2-1,0.08134543146048125
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,5,1-1,0.0774427657105557
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,6,4-0,0.06961528187668019
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,7,3-1,0.06617654523581548
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,8,0-0,0.051605226894123155
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,9,4-1,0.04301749272253964
1,Group Stage,Group A,2026-06-11,Mexico,South Africa,墨西哥,南非,2.6349768229785995,0.6941425147844588,2.8658769271881095,0.6810783099618328,1.0397704836501578,0.981179362242806,0.03900000000000001,-0.019,predicted,predicted,4-3-3,4-2-3-1,1,True,Mexico,204.59070923964168,0.045,0.0,True,0.702668561503237,0.1989578398863098,0.09837359861045318,True,-0.0475,0.7630067094336196,0.16324067378348758,0.07375261678289298,0.6045403122620431,0.3954596877379569,0.43573000904841885,0.527392412437078,0.08848280540862646,10,5-0,0.03620225106446789
