group_round,matches,avg_total_goals,median_total_goals,big_total_rate,big_margin_rate,favorite_win_rate,favorite_big_win_rate,avg_favorite_goals,avg_underdog_goals
1,112,2.4017857142857144,2.0,0.22321428571428573,0.13392857142857142,0.5803571428571429,0.125,1.6517857142857142,0.75
2,112,2.625,2.0,0.2767857142857143,0.16964285714285715,0.5625,0.16071428571428573,1.7946428571428572,0.8303571428571429
3,112,2.580357142857143,3.0,0.23214285714285715,0.13392857142857142,0.5089285714285714,0.11607142857142858,1.5535714285714286,1.0267857142857142
