home,away,date,scoreline,odds,market_implied,model_prob,edge,market_home,elo_home,xG_home,xG_away
美国,波黑,07-02 08:00,0:1,17.0,0.0428,0.0871,0.0443,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,2:2,18.0,0.0404,0.0,-0.0404,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,1:2,20.0,0.0364,0.0489,0.0125,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,4:1,21.0,0.0347,0.0146,-0.0201,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,3:2,27.0,0.027,0.0164,-0.0106,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,5:0,40.0,0.0182,0.0052,-0.013,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,5:1,45.0,0.0162,0.0041,-0.012,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,4:2,50.0,0.0146,0.0058,-0.0088,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,0:2,50.0,0.0146,0.0346,0.02,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,2:3,75.0,0.0097,0.0092,-0.0005,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,3:3,80.0,0.0091,0.0,-0.0091,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,1:3,90.0,0.0081,0.0129,0.0049,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,5:2,120.0,0.0061,0.0016,-0.0044,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,0:3,175.0,0.0042,0.0091,0.005,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,2:4,350.0,0.0021,0.0018,-0.0003,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,1:4,400.0,0.0018,0.0026,0.0007,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,0:4,600.0,0.0012,0.0018,0.0006,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,0:5,1000.0,0.0007,0.0003,-0.0004,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,1:5,1000.0,0.0007,0.0004,-0.0003,0.86,0.6991,1.42,0.79
美国,波黑,07-02 08:00,2:5,1000.0,0.0007,0.0003,-0.0004,0.86,0.6991,1.42,0.79
