world_cup_year,backtest_stage,diagnostic_dimension,diagnostic_value,matches,outcome_accuracy,outcome_log_loss,outcome_brier,avg_top_probability,avg_actual_outcome_probability,upset_rate,high_confidence_miss_rate
2018,all,favorite_matchup_profile,CONMEBOL_favorite_vs_UEFA,11,0.36363636363636365,1.210367192799132,0.7538714630253878,0.507175929558391,0.32732824985585873,0.6363636363636364,0.18181818181818182
2018,all,favorite_matchup_profile,UEFA_favorite_vs_AFC,9,0.6666666666666666,0.9288126427576453,0.5313820237293949,0.5254021160979385,0.4359157983798887,0.3333333333333333,0.1111111111111111
2018,all,favorite_matchup_profile,UEFA_favorite_vs_CAF,7,0.7142857142857143,0.8301541863826516,0.49093823382278845,0.545858145812975,0.46345638550384194,0.2857142857142857,0.14285714285714285
2018,all,favorite_matchup_profile,UEFA_favorite_vs_CONCACAF,4,0.5,0.8980319071407497,0.5291915353918341,0.6233993372743192,0.47073620490926105,0.5,0.0
2018,all,favorite_matchup_profile,UEFA_favorite_vs_CONMEBOL,2,1.0,0.9014706781593229,0.5301228544104584,0.4060597877208736,0.4060597877208736,0.0,0.0
2018,all,favorite_matchup_profile,UEFA_favorite_vs_UEFA,15,0.4,1.0351002694290128,0.6261220131204835,0.4634927860816138,0.37098240284588296,0.6,0.0
2018,group_stage,same_confederation,False,42,0.5952380952380952,0.944205890530407,0.5605663389868127,0.5376624132888883,0.4286731476308868,0.40476190476190477,0.11904761904761904
2018,group_stage,same_confederation,True,6,0.5,0.934410831979132,0.5583347259198469,0.5056232173131274,0.4140285315847054,0.5,0.0
2018,group_stage,confederation_pair,AFC_vs_CAF,3,0.3333333333333333,1.1086392090948634,0.6686517566817262,0.4129874816149017,0.3387766997874311,0.6666666666666666,0.0
2018,group_stage,confederation_pair,AFC_vs_CONCACAF,1,1.0,0.6785990609618657,0.36779401219808644,0.507327229270719,0.507327229270719,0.0,0.0
2018,group_stage,confederation_pair,AFC_vs_CONMEBOL,3,0.6666666666666666,0.940516415386457,0.5371303140969771,0.6120346171816189,0.4628505592340235,0.3333333333333333,0.3333333333333333
2018,group_stage,confederation_pair,AFC_vs_UEFA,8,0.625,0.9802285924526277,0.5671580058379244,0.5165751778570512,0.41590307042424524,0.375,0.125
2018,group_stage,confederation_pair,CAF_vs_CONCACAF,1,0.0,1.2384843135713894,0.8020368383598641,0.505936246740505,0.2898231662407937,1.0,0.0
2018,group_stage,confederation_pair,CAF_vs_CONMEBOL,3,1.0,0.5644911496754076,0.2804365956344694,0.5708182713283984,0.5708182713283984,0.0,0.0
2018,group_stage,confederation_pair,CAF_vs_UEFA,8,0.75,0.8407098600240754,0.49798106857767716,0.5277105069449275,0.4556089666744362,0.25,0.125
2018,group_stage,confederation_pair,CONCACAF_vs_CONMEBOL,1,1.0,0.23173323372318164,0.06781452527444584,0.7931576828089315,0.7931576828089315,0.0,0.0
2018,group_stage,confederation_pair,CONCACAF_vs_UEFA,6,0.3333333333333333,0.9874775675729602,0.5922968264212524,0.5541335107852732,0.4188281799933848,0.6666666666666666,0.0
2018,group_stage,confederation_pair,CONMEBOL_vs_UEFA,8,0.5,1.1468146807873856,0.7215739135652366,0.5385990682263659,0.3514452692971857,0.5,0.25
2018,group_stage,confederation_pair,UEFA_vs_UEFA,6,0.5,0.934410831979132,0.5583347259198469,0.5056232173131274,0.4140285315847054,0.5,0.0
