world_cup_year,backtest_stage,diagnostic_dimension,diagnostic_value,matches,outcome_accuracy,outcome_log_loss,outcome_brier,avg_top_probability,avg_actual_outcome_probability,upset_rate,high_confidence_miss_rate
2022,all,favorite_matchup_profile,CONCACAF_favorite_vs_CAF,1,0.0,1.126616036089654,0.7011036441435322,0.4270977887885503,0.3241282409529865,1.0,0.0
2022,all,favorite_matchup_profile,CONCACAF_favorite_vs_UEFA,2,0.0,1.5115659124877887,0.9416028420428011,0.5128954030614279,0.22058859151607135,1.0,0.0
2022,all,favorite_matchup_profile,CONMEBOL_favorite_vs_AFC,5,0.6,1.2111744825600352,0.6618273945370902,0.6254315885745316,0.42025776407732707,0.4,0.2
2022,all,favorite_matchup_profile,CONMEBOL_favorite_vs_CAF,3,0.3333333333333333,1.7137776829975382,0.9156562186595347,0.668962889893947,0.3112357252205786,0.6666666666666666,0.3333333333333333
2022,all,favorite_matchup_profile,CONMEBOL_favorite_vs_CONCACAF,1,1.0,0.4373422988472536,0.18996232466387475,0.6457503539737284,0.6457503539737284,0.0,0.0
2022,all,favorite_matchup_profile,CONMEBOL_favorite_vs_UEFA,7,0.5714285714285714,0.7786888812310779,0.46129245884401104,0.6213698792625614,0.5080216006700721,0.42857142857142855,0.14285714285714285
2022,all,favorite_matchup_profile,UEFA_favorite_vs_AFC,9,0.4444444444444444,1.1654202003107186,0.7014976272674863,0.4984176127421007,0.3418258402191323,0.5555555555555556,0.1111111111111111
2022,all,favorite_matchup_profile,UEFA_favorite_vs_CAF,13,0.46153846153846156,1.1005425305764953,0.6592319271389815,0.5336672901101243,0.37313783618801816,0.5384615384615384,0.07692307692307693
2022,all,favorite_matchup_profile,UEFA_favorite_vs_CONCACAF,6,0.8333333333333334,0.7345422377122311,0.3967980014821615,0.56256915764716,0.5129964626011623,0.16666666666666666,0.0
2022,all,favorite_matchup_profile,UEFA_favorite_vs_CONMEBOL,2,0.5,1.1260681560457386,0.6908793377877369,0.39558599529617167,0.32556547269767844,0.5,0.0
2022,all,favorite_matchup_profile,UEFA_favorite_vs_UEFA,8,0.75,0.8772926893002673,0.5065769849049813,0.48855332540496427,0.43559036988718725,0.25,0.0
2022,group_stage,same_confederation,False,43,0.4883720930232558,1.1407688984431594,0.6651885042724458,0.5421090982529465,0.37868343368266194,0.5116279069767442,0.11627906976744186
2022,group_stage,same_confederation,True,5,0.6,0.9705358704191308,0.5718702652335307,0.4863373391351458,0.4015966103067026,0.4,0.0
2022,group_stage,confederation_pair,AFC_vs_CAF,3,0.3333333333333333,1.330370022753904,0.8112365131659608,0.4263521505338554,0.2727718569119578,0.6666666666666666,0.0
2022,group_stage,confederation_pair,AFC_vs_CONCACAF,3,0.3333333333333333,1.2374147523757442,0.7691399432983331,0.5256131318545302,0.3166943184682906,0.6666666666666666,0.3333333333333333
2022,group_stage,confederation_pair,AFC_vs_CONMEBOL,3,0.3333333333333333,1.8051663717555453,1.0248893456410357,0.5583357364787814,0.2163793623167738,0.6666666666666666,0.3333333333333333
2022,group_stage,confederation_pair,AFC_vs_UEFA,9,0.5555555555555556,1.1130101098969731,0.6643449344554443,0.5031218936910715,0.361166921257152,0.4444444444444444,0.1111111111111111
2022,group_stage,confederation_pair,CAF_vs_CONCACAF,1,0.0,1.126616036089654,0.7011036441435322,0.4270977887885503,0.3241282409529865,1.0,0.0
2022,group_stage,confederation_pair,CAF_vs_CONMEBOL,3,0.3333333333333333,1.7137776829975382,0.9156562186595347,0.668962889893947,0.3112357252205786,0.6666666666666666,0.3333333333333333
2022,group_stage,confederation_pair,CAF_vs_UEFA,8,0.375,1.153434675588393,0.6895286986295478,0.5407643650858851,0.36100180249998903,0.625,0.125
2022,group_stage,confederation_pair,CONCACAF_vs_CONMEBOL,1,1.0,0.4373422988472536,0.18996232466387475,0.6457503539737284,0.6457503539737284,0.0,0.0
2022,group_stage,confederation_pair,CONCACAF_vs_UEFA,7,0.5714285714285714,0.9602905827815393,0.5538184246812918,0.5583928927212989,0.4323857793831989,0.42857142857142855,0.0
2022,group_stage,confederation_pair,CONMEBOL_vs_UEFA,5,0.8,0.6524630670440127,0.3554421361417489,0.5874178285750518,0.5594096195356545,0.2,0.0
2022,group_stage,confederation_pair,UEFA_vs_UEFA,5,0.6,0.9705358704191308,0.5718702652335307,0.4863373391351458,0.4015966103067026,0.4,0.0
2022,group_stage,favorite_matchup_profile,AFC_favorite_vs_CAF,3,0.3333333333333333,1.330370022753904,0.8112365131659608,0.4263521505338554,0.2727718569119578,0.6666666666666666,0.0
2022,group_stage,favorite_matchup_profile,AFC_favorite_vs_CONCACAF,2,0.0,1.4760704556476256,0.9408568110827433,0.5546106487161666,0.24123242863680722,1.0,0.5
2022,group_stage,favorite_matchup_profile,AFC_favorite_vs_UEFA,1,1.0,0.7702757274321147,0.4327386822540159,0.4628854205056766,0.4628854205056766,0.0,0.0
2022,group_stage,favorite_matchup_profile,CONCACAF_favorite_vs_AFC,1,1.0,0.7601033458319812,0.42570620772951284,0.4676180981312573,0.4676180981312573,0.0,0.0
2022,group_stage,favorite_matchup_profile,CONCACAF_favorite_vs_CAF,1,0.0,1.126616036089654,0.7011036441435322,0.4270977887885503,0.3241282409529865,1.0,0.0
2022,group_stage,favorite_matchup_profile,CONCACAF_favorite_vs_UEFA,2,0.0,1.5115659124877887,0.9416028420428011,0.5128954030614279,0.22058859151607135,1.0,0.0
2022,group_stage,favorite_matchup_profile,CONMEBOL_favorite_vs_AFC,3,0.3333333333333333,1.8051663717555453,1.0248893456410357,0.5583357364787814,0.2163793623167738,0.6666666666666666,0.3333333333333333
2022,group_stage,favorite_matchup_profile,CONMEBOL_favorite_vs_CAF,3,0.3333333333333333,1.7137776829975382,0.9156562186595347,0.668962889893947,0.3112357252205786,0.6666666666666666,0.3333333333333333
2022,group_stage,favorite_matchup_profile,CONMEBOL_favorite_vs_CONCACAF,1,1.0,0.4373422988472536,0.18996232466387475,0.6457503539737284,0.6457503539737284,0.0,0.0
2022,group_stage,favorite_matchup_profile,CONMEBOL_favorite_vs_UEFA,3,1.0,0.3367263410428621,0.13181733504442364,0.7153057174276385,0.7153057174276385,0.0,0.0
2022,group_stage,favorite_matchup_profile,UEFA_favorite_vs_AFC,8,0.5,1.1558519077050802,0.6932957159806228,0.5081514528392459,0.3484521088510864,0.5,0.125
2022,group_stage,favorite_matchup_profile,UEFA_favorite_vs_CAF,8,0.375,1.153434675588393,0.6895286986295478,0.5407643650858851,0.36100180249998903,0.625,0.125
2022,group_stage,favorite_matchup_profile,UEFA_favorite_vs_CONCACAF,5,0.8,0.7397804508990398,0.39870465773668806,0.5765918885852471,0.5171046545300498,0.2,0.0
2022,group_stage,favorite_matchup_profile,UEFA_favorite_vs_CONMEBOL,2,0.5,1.1260681560457386,0.6908793377877369,0.39558599529617167,0.32556547269767844,0.5,0.0
2022,group_stage,favorite_matchup_profile,UEFA_favorite_vs_UEFA,5,0.6,0.9705358704191308,0.5718702652335307,0.4863373391351458,0.4015966103067026,0.4,0.0
2022,knockout,same_confederation,False,13,0.5384615384615384,0.9316084345187542,0.5597097880061115,0.5523373062813481,0.4312641100314193,0.46153846153846156,0.07692307692307693
2022,knockout,same_confederation,True,3,1.0,0.7218873874354945,0.39775485102406555,0.4922466358546616,0.4922466358546616,0.0,0.0
2022,knockout,confederation_pair,AFC_vs_CONMEBOL,2,1.0,0.32018664876677005,0.11723446788117178,0.726075366718157,0.726075366718157,0.0,0.0
2022,knockout,confederation_pair,AFC_vs_UEFA,1,0.0,1.2419665411558252,0.7671129175623945,0.4205468919649388,0.2888156911634996,1.0,0.0
2022,knockout,confederation_pair,CAF_vs_UEFA,5,0.6,1.015915098557459,0.6107570927540753,0.5223119701489066,0.39255549008886476,0.4,0.0
2022,knockout,confederation_pair,CONCACAF_vs_UEFA,1,1.0,0.7083511717781881,0.38726472020952846,0.4924555029567242,0.4924555029567242,0.0,0.0
2022,knockout,confederation_pair,CONMEBOL_vs_UEFA,4,0.25,1.1101607863722398,0.7083988016937015,0.5509180006387535,0.35255851310189723,0.75,0.25
2022,knockout,confederation_pair,UEFA_vs_UEFA,3,1.0,0.7218873874354945,0.39775485102406555,0.4922466358546616,0.4922466358546616,0.0,0.0
2022,knockout,favorite_matchup_profile,CONMEBOL_favorite_vs_AFC,2,1.0,0.32018664876677005,0.11723446788117178,0.726075366718157,0.726075366718157,0.0,0.0
2022,knockout,favorite_matchup_profile,CONMEBOL_favorite_vs_UEFA,4,0.25,1.1101607863722398,0.7083988016937015,0.5509180006387535,0.35255851310189723,0.75,0.25
2022,knockout,favorite_matchup_profile,UEFA_favorite_vs_AFC,1,0.0,1.2419665411558252,0.7671129175623945,0.4205468919649388,0.2888156911634996,1.0,0.0
2022,knockout,favorite_matchup_profile,UEFA_favorite_vs_CAF,5,0.6,1.015915098557459,0.6107570927540753,0.5223119701489066,0.39255549008886476,0.4,0.0
2022,knockout,favorite_matchup_profile,UEFA_favorite_vs_CONCACAF,1,1.0,0.7083511717781881,0.38726472020952846,0.4924555029567242,0.4924555029567242,0.0,0.0
2022,knockout,favorite_matchup_profile,UEFA_favorite_vs_UEFA,3,1.0,0.7218873874354945,0.39775485102406555,0.4922466358546616,0.4922466358546616,0.0,0.0
