world_cup_year,backtest_stage,matches,market_odds_matches,market_odds_coverage,outcome_accuracy,outcome_log_loss,outcome_brier,home_goal_mae,away_goal_mae,scoreline_log_loss,scoreline_top1_rate,scoreline_top3_rate,over_2_5_brier,btts_brier,blended_outcome_accuracy,blended_outcome_log_loss,blended_outcome_brier,market_outcome_accuracy,market_outcome_log_loss,market_outcome_brier
2018,all,64,0,0.0,0.546875,0.9693630605298039,0.5769558675199824,0.91582101155009,0.7650266458926582,2.797375607702799,0.140625,0.421875,0.24591253916087524,0.24991216930742224,0.546875,0.9693630605298039,0.5769558675199824,,,
2018,group_stage,48,0,0.0,0.5833333333333334,0.9429815082114975,0.5602873873534421,0.9504332015365952,0.7397797836609682,2.76966444849178,0.10416666666666667,0.4583333333333333,0.24422140512555282,0.2500838140354848,0.5833333333333334,0.9429815082114975,0.5602873873534421,,,
2018,knockout,16,0,0.0,0.4375,1.048507717484723,0.6269613080196035,0.8119844415905746,0.840767232587728,2.880509085335855,0.25,0.3125,0.25098594126684254,0.24939723512323456,0.4375,1.048507717484723,0.6269613080196035,,,
2022,all,64,0,0.0,0.53125,1.0653486530656529,0.6239367001099136,1.092778528369458,0.8423879754248247,2.9934808957957744,0.125,0.265625,0.251661638016599,0.2476311558668253,0.53125,1.0653486530656529,0.6239367001099136,,,
2022,group_stage,48,0,0.0,0.5,1.1230362913573229,0.6554678543725587,1.115837993654817,0.9004459262963781,3.0009658664826397,0.16666666666666666,0.2916666666666667,0.25355046619476346,0.24346807049542044,0.5,1.1230362913573229,0.6554678543725587,,,
2022,knockout,16,0,0.0,0.625,0.892285738190643,0.529343237321978,1.0236001325133806,0.6682141228101651,2.971025983735177,0.0,0.1875,0.2459951534821059,0.26012041198103986,0.625,0.892285738190643,0.529343237321978,,,
combined,all,128,0,0.0,0.5390625,1.0173558567977286,0.600446283814948,1.0042997699597738,0.8037073106587415,2.895428251749286,0.1328125,0.34375,0.24878708858873713,0.24877166258712377,0.5390625,1.0173558567977286,0.600446283814948,,,
combined,group_stage,96,0,0.0,0.5416666666666666,1.0330088997844102,0.6078776208630005,1.033135597595706,0.8201128549786731,2.8853151574872093,0.13541666666666666,0.375,0.24888593566015813,0.2467759422654526,0.5416666666666666,1.0330088997844102,0.6078776208630005,,,
combined,knockout,32,0,0.0,0.53125,0.9703967278376833,0.5781522726707906,0.9177922870519776,0.7544906776989466,2.925767534535516,0.125,0.25,0.2484905473744742,0.2547588235521372,0.53125,0.9703967278376833,0.5781522726707906,,,
